Category	Category Rank	Full Journal Title	JCR Abbreviated Title	ISSN	Total Cites	Journal Impact Factor	Impact Factor without Journal Self Cites	5-Year Impact Factor	Immediacy Index	Citable Items	Cited Half-Life	Citing Half-life	Eigenfactor Score	Article Influence Score	% Articles in Citable Items	Average Journal Impact Factor Percentile	Normalized Eigenfactor
Ecology	150	ECOSCIENCE	ECOSCIENCE	1195-6860	1,824	0.625	0.542	1.098	0.276	29	13.8	10.8	0.000410	0.278	100.00	8.841	0.04893
Ecology	151	POLISH JOURNAL OF ECOLOGY	POL J ECOL	1505-2249	716	0.590	0.570	0.782	0.111	36	8.2	12.2	0.000800	0.203	100.00	8.232	0.09512
Ecology	152	NORTHWEST SCIENCE	NORTHWEST SCI	0029-344X	773	0.571	0.571	0.651	0.280	25	17.4	13.9	0.000370	0.192	100.00	7.622	0.04499
Ecology	153	RUSSIAN JOURNAL OF ECOLOGY	RUSS J ECOL+	1067-4136	822	0.497	0.365	0.545	0.024	82	9.8	13.6	0.000600	0.109	100.00	7.012	0.07153
Ecology	154	Eco mont-Journal on Protected Mountain Areas Research	ECO MONT	2073-106X	73	0.488	0.341	0.426	0.364	22	Not Available	9.5	0.000130	0.111	95.45	8.805	0.01640
Ecology	154	NORTHEASTERN NATURALIST	NORTHEAST NAT	1092-6194	713	0.488	0.471	0.635	0.218	55	9.4	13.7	0.000910	0.218	98.18	8.805	0.10884
Ecology	156	Contemporary Problems of Ecology	CONTEMP PROBL ECOL+	1995-4255	407	0.446	0.384	0.431	0.103	78	5.7	12.9	0.000570	0.089	100.00	5.183	0.06810
Ecology	157	REVUE D ECOLOGIE-LA TERRE ET LA VIE	REV ECOL-TERRE VIE	0249-7395	448	0.421	0.298	0.454	0.128	47	16.3	14.8	0.000260	0.123	100.00	4.573	0.03134
Ecology	158	WESTERN NORTH AMERICAN NATURALIST	WEST N AM NATURALIST	1527-0904	619	0.420	0.390	0.490	0.452	73	10.2	13.7	0.000540	0.157	100.00	5.861	0.06433
Ecology	159	SOUTHEASTERN NATURALIST	SOUTHEAST NAT	1528-7092	687	0.404	0.366	0.559	0.056	71	8.6	15.2	0.000960	0.174	98.59	4.694	0.11492
Ecology	160	VIE ET MILIEU-LIFE AND ENVIRONMENT	VIE MILIEU	0240-8759	560	0.362	0.345	0.430	0.111	27	15.7	15.2	0.000230	0.155	92.59	2.529	0.02779
Ecology	161	INTERCIENCIA	INTERCIENCIA	0378-1844	945	0.264	0.229	0.302	0.076	118	10.9	10.3	0.000420	0.054	99.15	2.134	0.05006
Ecology	162	SOUTHWESTERN NATURALIST	SOUTHWEST NAT	0038-4909	1,120	0.226	0.226	0.328	Not Available	0	19.1	Not Available	0.000510	0.109	Not Available	2.055	0.06142
Ecology	163	EKOLOJI	EKOLOJI	1300-1361	192	0.053	0.053	0.579	0.004	249	7.0	5.6	0.000170	0.111	100.00	0.915	0.02109
Ecology	164	NATURAL HISTORY	NAT HIST	0028-0712	395	0.045	0.045	0.072	0.000	44	39.2	Not Available	0.000090	0.029	100.00	0.583	0.01131
Zoology	1	Annual Review of Animal Biosciences	ANNU REV ANIM BIOSCI	2165-8102	709	5.200	5.000	6.683	0.933	15	3.9	9.7	0.003160	2.303	93.33	96.624	0.37585
Zoology	2	MAMMAL REVIEW	MAMMAL REV	0305-1838	1,917	4.706	4.549	4.930	1.000	28	11.2	10.6	0.002300	1.519	25.00	99.118	0.27416
Zoology	3	JOURNAL OF ANIMAL ECOLOGY	J ANIM ECOL	0021-8790	16,556	4.364	4.152	5.017	1.965	142	11.9	9.4	0.017770	1.877	94.37	92.100	2.11123
Zoology	4	WILDLIFE MONOGRAPHS	WILDLIFE MONOGR	0084-0173	827	3.333	3.000	7.250	1.333	6	26.4	12.7	0.000550	2.605	100.00	85.404	0.06541
Zoology	5	MALACOLOGIA	MALACOLOGIA	0076-2997	825	3.250	3.250	1.829	1.000	5	19.3	19.8	0.000600	0.598	100.00	97.353	0.07130
Zoology	6	JOURNAL OF COMPARATIVE NEUROLOGY	J COMP NEUROL	0021-9967	30,418	3.239	2.964	3.336	0.904	167	18.5	12.6	0.017320	1.359	98.80	77.128	2.05726
Zoology	7	DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY	DEV COMP IMMUNOL	0145-305X	8,452	3.119	2.589	3.274	0.856	271	6.7	9.4	0.010090	0.683	100.00	76.724	1.19917
Zoology	8	INTEGRATIVE AND COMPARATIVE BIOLOGY	INTEGR COMP BIOL	1540-7063	5,417	3.101	2.917	3.442	1.327	104	8.8	8.8	0.008010	1.214	96.15	95.588	0.95246
Zoology	9	Frontiers in Zoology	FRONT ZOOL	1742-9994	2,334	2.982	2.830	3.763	0.255	47	5.7	11.3	0.005740	1.287	93.62	95.000	0.68283
Zoology	10	ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY	ZOOL J LINN SOC-LOND	0024-4082	5,277	2.909	2.791	2.986	1.159	113	10.2	14.2	0.006630	1.012	96.46	94.412	0.78786
Zoology	11	COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY	COMP BIOCHEM PHYS C	1532-0456	6,496	2.697	2.569	2.696	0.628	86	11.8	10.2	0.003270	0.542	98.84	58.455	0.38874
Zoology	12	BEHAVIORAL ECOLOGY	BEHAV ECOL	1045-2249	9,769	2.695	2.468	3.226	1.135	155	9.6	11.2	0.013890	1.165	96.13	75.071	1.65005
Zoology	13	ANIMAL BEHAVIOUR	ANIM BEHAV	0003-3472	25,596	2.675	2.470	3.101	0.675	243	13.7	12.0	0.021470	1.056	99.59	79.814	2.55096
Zoology	14	ZOOLOGICA SCRIPTA	ZOOL SCR	0300-3256	2,281	2.609	2.478	3.035	0.649	57	9.0	10.3	0.003400	1.015	100.00	72.529	0.40458
Zoology	15	ANIMAL COGNITION	ANIM COGN	1435-9448	3,041	2.488	2.233	2.350	0.957	69	6.6	10.4	0.005360	0.719	94.20	72.622	0.63758
Zoology	16	Journal of Comparative Physiology B-Biochemical Systems and Environmental Physiology	J COMP PHYSIOL B	0174-1578	3,898	2.341	2.186	2.259	0.634	82	10.2	13.9	0.003410	0.631	93.90	69.207	0.40523
Zoology	17	INVERTEBRATE SYSTEMATICS	INVERTEBR SYST	1445-5226	1,087	2.306	2.167	2.366	0.645	62	7.0	13.2	0.001770	0.783	100.00	65.647	0.21135
Zoology	18	JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH	J ZOOL SYST EVOL RES	0947-5745	1,116	2.268	2.089	2.553	0.800	40	8.1	12.7	0.001670	0.834	92.50	64.353	0.19891
Zoology	19	ORGANISMS DIVERSITY & EVOLUTION	ORG DIVERS EVOL	1439-6092	1,454	2.143	2.086	2.172	0.714	35	6.6	11.3	0.002270	0.741	94.29	60.059	0.26974
Zoology	20	COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY	COMP BIOCHEM PHYS A	1095-6433	10,422	2.142	2.038	2.173	0.372	94	13.3	12.0	0.006390	0.566	98.94	52.260	0.75975
Zoology	21	Integrative Zoology	INTEGR ZOOL	1749-4877	918	2.140	2.116	2.103	1.067	60	5.0	11.6	0.001950	0.639	85.00	87.941	0.23258
Zoology	22	CONTRIBUTIONS TO ZOOLOGY	CONTRIB ZOOL	1383-4517	484	2.139	2.111	1.954	0.176	17	7.8	12.4	0.000750	0.654	100.00	87.353	0.08929
Zoology	23	JOURNAL OF MAMMALOGY	J MAMMAL	0022-2372	8,696	2.130	1.767	2.119	0.508	126	14.4	12.0	0.005770	0.636	100.00	86.765	0.68629
Zoology	24	BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY	BEHAV ECOL SOCIOBIOL	0340-5443	12,209	2.103	1.950	2.309	0.856	188	13.1	11.3	0.010250	0.810	90.43	55.484	1.21836
Zoology	25	JOURNAL OF INVERTEBRATE PATHOLOGY	J INVERTEBR PATHOL	0022-2011	6,239	2.101	1.875	2.535	0.471	136	9.3	10.9	0.005440	0.621	99.26	85.588	0.64698
Zoology	26	JOURNAL OF MAMMALIAN EVOLUTION	J MAMM EVOL	1064-7554	731	2.082	1.885	2.115	1.083	36	6.9	14.9	0.001140	0.666	94.44	85.000	0.13588
Zoology	27	Current Zoology	CURR ZOOL	1674-5507	1,546	2.070	2.035	2.457	1.486	74	4.1	11.4	0.004160	0.814	98.65	84.412	0.49418
Zoology	28	Zoological Letters	ZOOL LETT	2056-306X	215	2.064	1.830	2.390	0.581	31	2.9	14.6	0.000740	0.684	90.32	83.824	0.08806
Zoology	29	JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION	J EXP PSYCHOL-ANIM L	2329-8456	2,018	2.030	1.606	1.816	0.364	33	16.8	13.4	0.001550	0.658	96.97	50.706	0.18492
Zoology	30	MARINE MAMMAL SCIENCE	MAR MAMMAL SCI	0824-0469	3,642	2.018	1.878	2.027	0.672	67	11.5	13.7	0.003460	0.596	100.00	72.111	0.41161
Zoology	31	AMERICAN JOURNAL OF PRIMATOLOGY	AM J PRIMATOL	0275-2565	4,646	2.009	1.707	2.165	0.779	95	9.9	10.5	0.004590	0.629	93.68	82.059	0.54543
Zoology	32	BEHAVIOURAL PROCESSES	BEHAV PROCESS	0376-6357	4,567	2.008	1.810	1.881	0.388	206	7.8	12.3	0.007620	0.607	99.51	48.743	0.90617
Zoology	33	COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY	COMP BIOCHEM PHYS B	1096-4959	6,787	1.990	1.898	1.934	0.699	83	15.2	10.6	0.002780	0.446	97.59	53.109	0.33107
Zoology	34	INTERNATIONAL JOURNAL OF PRIMATOLOGY	INT J PRIMATOL	0164-0291	3,129	1.922	1.500	1.785	0.906	53	12.9	11.3	0.002020	0.509	94.34	80.294	0.24105
Zoology	35	JOURNAL OF THERMAL BIOLOGY	J THERM BIOL	0306-4565	3,766	1.902	1.570	2.290	0.297	209	8.7	11.2	0.004300	0.537	95.69	68.301	0.51103
Zoology	36	JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY	J COMP PHYSIOL A	0340-7594	4,992	1.882	1.765	1.936	0.494	81	16.3	15.3	0.003930	0.711	88.89	38.770	0.46738
Zoology	37	JOURNAL OF WILDLIFE MANAGEMENT	J WILDLIFE MANAGE	0022-541X	11,095	1.881	1.546	2.134	0.929	156	13.0	12.0	0.005770	0.628	98.72	60.454	0.68630
Zoology	38	PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY	PHYSIOL BIOCHEM ZOOL	1522-2152	3,074	1.873	1.764	2.182	0.550	40	10.7	12.1	0.003130	0.757	92.50	54.711	0.37183
Zoology	39	BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING	BIOACOUSTICS	0952-4622	590	1.780	1.610	1.628	0.833	24	10.3	12.2	0.000660	0.532	95.83	77.353	0.07849
Zoology	40	ZOOLOGY	ZOOLOGY	0944-2006	1,509	1.779	1.713	1.776	0.281	64	8.5	13.2	0.002120	0.580	96.88	76.765	0.25211
Zoology	41	Zebrafish	ZEBRAFISH	1545-8547	1,347	1.742	1.511	2.251	0.333	66	5.1	8.9	0.002840	0.596	93.94	54.160	0.33838
Zoology	42	REPRODUCTION FERTILITY AND DEVELOPMENT	REPROD FERT DEVELOP	1031-3613	3,863	1.723	1.596	2.021	0.642	162	7.2	10.8	0.005240	0.532	93.21	40.645	0.62308
Zoology	43	JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION	J EXP ZOOL PART B	1552-5007	1,425	1.716	1.557	2.108	0.639	36	8.3	10.3	0.002290	0.719	97.22	40.333	0.27207
Zoology	44	LEARNING & BEHAVIOR	LEARN BEHAV	1543-4494	828	1.696	1.623	1.468	0.256	43	8.7	11.1	0.001140	0.507	93.02	38.567	0.13602
Zoology	45	JOURNAL OF ZOOLOGY	J ZOOL	0952-8369	8,678	1.676	1.603	2.077	0.396	96	17.3	12.5	0.004610	0.693	95.83	73.824	0.54769
Zoology	46	HERPETOLOGICAL MONOGRAPHS	HERPETOL MONOGR	0733-1347	323	1.643	1.643	1.750	0.500	4	15.2	15.9	0.000240	0.672	100.00	73.235	0.02954
Zoology	47	MAMMALIAN BIOLOGY	MAMM BIOL	1616-5047	1,542	1.638	1.481	1.918	0.552	96	6.1	11.9	0.002760	0.573	98.96	72.647	0.32892
Zoology	48	AMERICAN MUSEUM NOVITATES	AM MUS NOVIT	0003-0082	2,387	1.605	1.395	1.328	0.500	28	24.5	16.9	0.000800	0.488	96.43	60.598	0.09567
Zoology	49	ZOOLOGISCHER ANZEIGER	ZOOL ANZ	0044-5231	2,022	1.601	1.497	1.571	0.446	83	20.1	15.2	0.001930	0.484	96.39	71.471	0.23026
Zoology	50	ACTA CHIROPTEROLOGICA	ACTA CHIROPTEROL	1508-1109	909	1.569	1.361	1.451	0.140	43	9.1	12.7	0.000920	0.379	100.00	70.882	0.10953
Zoology	51	JOURNAL OF COMPARATIVE PSYCHOLOGY	J COMP PSYCHOL	0735-7036	2,645	1.564	1.487	2.083	0.524	42	15.9	11.4	0.001990	0.734	100.00	44.121	0.23734
Zoology	52	ZOOLOGICAL RESEARCH	ZOOL RES	2095-8137	625	1.556	1.361	Not Available	0.526	38	6.3	8.9	0.000990	Not Available	78.95	69.706	0.11777
Zoology	53	Neotropical Ichthyology	NEOTROP ICHTHYOL	1679-6225	1,612	1.543	1.243	1.618	0.277	65	7.2	12.4	0.002140	0.431	87.69	69.118	0.25469
Zoology	54	BRAIN BEHAVIOR AND EVOLUTION	BRAIN BEHAV EVOLUT	0006-8977	2,195	1.542	1.482	2.060	0.400	25	14.5	13.6	0.002110	0.800	96.00	31.113	0.25110
Zoology	55	ETHOLOGY	ETHOLOGY	0179-1613	4,333	1.525	1.439	1.644	0.436	94	11.8	12.3	0.004250	0.574	94.68	39.159	0.50578
Zoology	56	ANIMAL WELFARE	ANIM WELFARE	0962-7286	2,079	1.522	1.422	1.794	0.394	33	11.0	9.9	0.001390	0.443	96.97	69.315	0.16557
Zoology	57	INVERTEBRATE BIOLOGY	INVERTEBR BIOL	1077-8306	794	1.451	1.380	1.333	0.172	29	11.3	15.7	0.000880	0.413	100.00	56.762	0.10510
Zoology	58	JOURNAL OF HELMINTHOLOGY	J HELMINTHOL	0022-149X	1,950	1.436	1.272	1.408	0.820	89	10.0	13.4	0.002350	0.414	93.26	50.449	0.27982
Zoology	59	JOURNAL OF ETHOLOGY	J ETHOL	0289-0771	862	1.423	1.333	1.374	0.452	31	8.7	13.4	0.000940	0.417	100.00	37.039	0.11188
Zoology	60	BEHAVIOUR	BEHAVIOUR	0005-7959	4,990	1.401	1.352	1.400	0.435	46	20.1	10.5	0.002520	0.458	80.43	35.802	0.29977
Zoology	61	JOURNAL OF NEMATOLOGY	J NEMATOL	0022-300X	2,374	1.386	1.057	1.651	0.041	49	19.7	13.3	0.001090	0.447	100.00	64.412	0.13039
Zoology	62	Nauplius	NAUPLIUS	0104-6497	357	1.381	1.063	Not Available	0.211	38	6.3	16.2	0.000600	Not Available	100.00	54.828	0.07171
Zoology	63	HERPETOLOGICA	HERPETOLOGICA	0018-0831	2,440	1.380	1.304	1.426	0.194	36	25.0	12.6	0.001230	0.479	100.00	63.235	0.14653
Zoology	64	PRIMATES	PRIMATES	0032-8332	2,032	1.363	1.124	1.375	0.647	51	15.9	11.8	0.001240	0.364	96.08	62.647	0.14790
Zoology	65	JOURNAL OF MOLLUSCAN STUDIES	J MOLLUS STUD	0260-1230	1,756	1.345	1.227	1.367	0.362	47	12.3	15.1	0.001570	0.406	95.74	52.557	0.18718
Zoology	66	WILDLIFE BIOLOGY	WILDLIFE BIOL	0909-6396	1,428	1.341	1.250	1.731	0.132	38	10.2	11.9	0.001590	0.551	100.00	45.827	0.18937
Zoology	67	SALAMANDRA	SALAMANDRA	0036-3375	382	1.313	1.219	1.355	0.435	23	6.8	12.8	0.000640	0.401	100.00	60.882	0.07620
Zoology	68	CANADIAN JOURNAL OF ZOOLOGY	CAN J ZOOL	0008-4301	11,201	1.311	1.230	1.697	0.595	158	20.9	13.4	0.003890	0.541	96.20	60.294	0.46205
Zoology	69	ANIMAL BIOLOGY	ANIM BIOL	1570-7555	453	1.304	0.982	1.112	0.724	29	7.5	13.4	0.000510	0.272	96.55	59.706	0.06111
Zoology	70	Vertebrate Zoology	VERTEBR ZOOL	1864-5755	184	1.282	1.231	1.017	0.045	22	4.4	17.4	0.000490	0.312	95.45	59.118	0.05826
Zoology	71	URSUS	URSUS	1537-6176	590	1.250	1.156	1.383	0.125	8	11.5	11.0	0.000420	0.399	100.00	58.529	0.05077
Zoology	72	WILDLIFE RESEARCH	WILDLIFE RES	1035-3712	2,630	1.244	1.074	1.579	0.188	69	11.0	10.4	0.002090	0.457	94.20	43.452	0.24900
Zoology	73	NEMATOLOGY	NEMATOLOGY	1388-5545	1,664	1.216	0.869	1.115	0.352	71	10.0	14.3	0.001520	0.260	100.00	57.353	0.18131
Zoology	74	RAFFLES BULLETIN OF ZOOLOGY	RAFFLES B ZOOL	0217-2445	1,494	1.213	1.161	1.079	0.385	39	9.9	18.0	0.001920	0.349	92.31	56.765	0.22863
Zoology	75	Zoosystematics and Evolution	ZOOSYST EVOL	1860-0743	207	1.209	1.047	1.120	0.306	36	5.5	14.3	0.000390	0.321	91.67	56.176	0.04633
Zoology	76	EXPERIMENTAL ANIMALS	EXP ANIM TOKYO	1341-1357	1,027	1.208	1.135	1.338	0.464	56	8.7	9.3	0.001090	0.350	92.86	59.177	0.13008
Zoology	77	HYSTRIX-Italian Journal of Mammalogy	HYSTRIX	0394-1914	745	1.195	1.078	3.405	0.147	34	5.5	11.3	0.002280	1.129	97.06	55.000	0.27100
Zoology	78	NAUTILUS	NAUTILUS	0028-1344	432	1.189	1.108	0.901	0.067	15	31.6	28.2	0.000270	0.226	100.00	44.567	0.03228
Zoology	79	European Journal of Taxonomy	EUR J TAXON	2118-9773	496	1.188	1.106	1.138	0.616	99	2.2	26.8	0.001830	0.399	93.94	53.824	0.21827
Zoology	80	EUROPEAN JOURNAL OF WILDLIFE RESEARCH	EUR J WILDLIFE RES	1612-4642	1,769	1.184	1.105	1.503	0.289	76	6.6	11.2	0.002900	0.437	97.37	39.270	0.34502
Zoology	81	ZOO BIOLOGY	ZOO BIOL	0733-3188	1,942	1.153	1.008	1.469	0.245	53	12.0	11.2	0.001490	0.334	90.57	55.579	0.17764
Zoology	82	ZOOMORPHOLOGY	ZOOMORPHOLOGY	0720-213X	916	1.143	1.036	1.310	0.318	44	13.6	17.3	0.001040	0.400	100.00	41.506	0.12371
Zoology	82	ZooKeys	ZOOKEYS	1313-2989	4,400	1.143	0.963	1.100	0.308	577	4.5	16.0	0.011270	0.338	93.76	52.059	1.33873
Zoology	84	AMPHIBIAN & REPTILE CONSERVATION	AMPHIB REPTILE CONSE	1083-446X	113	1.133	1.067	Not Available	0.071	14	4.3	14.1	0.000430	Not Available	100.00	50.882	0.05177
Zoology	85	ITALIAN JOURNAL OF ZOOLOGY	ITAL J ZOOL	1125-0003	1,084	1.123	1.123	1.151	Not Available	0	10.2	Not Available	0.001010	0.297	Not Available	50.294	0.12019
Zoology	86	South American Journal of Herpetology	S AM J HERPETOL	1808-9798	372	1.122	0.939	1.231	0.167	24	6.7	18.4	0.000630	0.399	100.00	49.706	0.07577
Zoology	87	HERPETOZOA	HERPETOZOA	1013-4425	221	1.120	0.920	1.072	0.600	15	11.1	15.5	0.000250	0.284	100.00	49.118	0.03072
Zoology	88	Mammal Research	MAMMAL RES	2199-2401	187	1.119	1.036	1.336	0.327	49	2.7	12.6	0.000670	0.398	95.92	48.529	0.07996
Zoology	89	LABORATORY ANIMALS	LAB ANIM-UK	0023-6772	2,134	1.117	1.054	1.832	0.473	55	12.0	11.2	0.001850	0.561	94.55	52.162	0.22022
Zoology	90	ZOOSYSTEMA	ZOOSYSTEMA	1280-9551	576	1.116	0.977	0.977	0.840	25	11.3	15.1	0.000600	0.355	96.00	47.353	0.07186
Zoology	91	Journal of Experimental Zoology Part A-Ecological and Integrative Physiology	J EXP ZOOL PART A	****-****	1,523	1.081	1.000	1.169	1.100	60	9.0	10.4	0.001390	0.338	83.33	46.765	0.16622
Zoology	92	JOURNAL OF CRUSTACEAN BIOLOGY	J CRUSTACEAN BIOL	0278-0372	2,512	1.069	0.909	1.244	0.376	93	15.0	16.2	0.002070	0.365	98.92	39.060	0.24633
Zoology	93	FOLIA PRIMATOLOGICA	FOLIA PRIMATOL	0015-5713	1,390	1.061	0.980	1.173	0.414	29	22.9	13.2	0.000570	0.343	96.55	45.588	0.06833
Zoology	94	ACTA AMAZONICA	ACTA AMAZON	0044-5967	1,521	1.042	1.010	1.100	0.043	47	11.5	10.2	0.000960	0.281	100.00	32.408	0.11482
Zoology	95	ETHOLOGY ECOLOGY & EVOLUTION	ETHOL ECOL EVOL	0394-9370	847	1.038	1.000	1.442	0.238	42	12.9	13.7	0.000960	0.443	100.00	23.621	0.11480
Zoology	96	JOURNAL OF HERPETOLOGY	J HERPETOL	0022-1511	3,293	1.030	0.963	1.109	0.274	62	16.4	14.3	0.002010	0.361	100.00	43.824	0.23873
Zoology	97	ANNALES ZOOLOGICI FENNICI	ANN ZOOL FENN	0003-455X	1,664	1.019	1.000	1.136	0.150	20	15.9	14.3	0.000810	0.382	100.00	31.221	0.09717
Zoology	98	COPEIA	COPEIA	0045-8511	5,465	1.018	0.970	1.183	0.177	62	25.7	14.4	0.002190	0.416	98.39	42.647	0.26025
Zoology	99	Journal of the American Association for Laboratory Animal Science	J AM ASSOC LAB ANIM	1559-6109	1,436	1.017	0.724	1.621	0.071	70	6.4	9.2	0.002300	0.430	98.57	46.384	0.27394
Zoology	100	ACTA ZOOLOGICA	ACTA ZOOL-STOCKHOLM	0001-7272	1,057	1.012	0.963	1.044	0.636	33	12.3	15.9	0.001000	0.333	90.91	31.450	0.11973
Zoology	101	ZOOTAXA	ZOOTAXA	1175-5326	19,280	0.990	0.598	0.990	0.287	2,232	5.6	22.6	0.027520	0.211	94.58	40.882	3.26886
Zoology	102	STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT	STUD NEOTROP FAUNA E	0165-0521	663	0.982	0.930	0.785	0.292	24	15.1	14.0	0.000400	0.229	95.83	40.294	0.04851
Zoology	103	ICHTHYOLOGICAL RESEARCH	ICHTHYOL RES	1341-8998	890	0.980	0.822	1.146	0.380	50	9.6	16.5	0.001080	0.342	92.00	39.706	0.12831
Zoology	104	ISJ-Invertebrate Survival Journal	ISJ-INVERT SURVIV J	1824-307X	467	0.967	0.791	1.000	0.152	33	7.1	10.3	0.000520	0.224	90.91	21.616	0.06248
Zoology	105	ACTA ETHOLOGICA	ACTA ETHOL	0873-9749	403	0.966	0.931	1.236	0.280	25	6.6	13.2	0.000700	0.379	100.00	19.736	0.08331
Zoology	106	AFRICAN ZOOLOGY	AFR ZOOL	1562-7020	486	0.962	0.846	0.957	0.118	17	7.7	12.5	0.000630	0.295	100.00	37.941	0.07505
Zoology	107	AUSTRALIAN MAMMALOGY	AUST MAMMAL	0310-0049	484	0.955	0.701	0.916	0.318	44	8.1	12.6	0.000490	0.210	100.00	37.353	0.05890
Zoology	108	AMPHIBIA-REPTILIA	AMPHIBIA-REPTILIA	0173-5373	1,429	0.943	0.915	1.393	0.214	42	11.4	11.4	0.001300	0.401	92.86	36.765	0.15531
Zoology	109	European Zoological Journal	EUR ZOOL J	2475-0263	63	0.942	0.846	0.942	0.341	41	Not Available	12.7	0.000160	0.244	92.68	36.176	0.01994
Zoology	110	Comparative Cytogenetics	COMP CYTOGENET	1993-0771	333	0.882	0.627	1.065	0.345	29	4.6	13.2	0.000770	0.295	96.55	22.351	0.09256
Zoology	111	HERPETOLOGICAL JOURNAL	HERPETOL J	0268-0130	760	0.875	0.850	1.081	0.080	25	10.5	12.7	0.000780	0.323	96.00	35.000	0.09374
Zoology	112	ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS	ICHTHYOL EXPLOR FRES	0936-9902	594	0.872	0.766	0.943	0.429	7	11.9	18.0	0.000660	0.359	100.00	29.011	0.07886
Zoology	113	PACIFIC SCIENCE	PAC SCI	0030-8870	1,489	0.861	0.778	1.219	0.351	37	17.0	12.7	0.000910	0.354	100.00	27.791	0.10889
Zoology	114	ZOOLOGICAL SCIENCE	ZOOL SCI	0289-0003	2,490	0.846	0.832	0.934	0.169	65	13.0	13.5	0.001940	0.302	98.46	33.235	0.23064
Zoology	115	MOLLUSCAN RESEARCH	MOLLUSCAN RES	1323-5818	269	0.845	0.810	0.785	0.323	31	7.4	14.5	0.000400	0.228	100.00	32.647	0.04830
Zoology	116	North-Western Journal of Zoology	NORTH-WEST J ZOOL	1584-9074	403	0.843	0.775	0.827	0.175	40	5.0	12.5	0.000910	0.244	97.50	32.059	0.10886
Zoology	117	JOURNAL OF NATURAL HISTORY	J NAT HIST	0022-2933	3,490	0.837	0.773	0.894	0.444	144	13.8	17.6	0.002920	0.307	98.61	21.876	0.34695
Zoology	118	CYBIUM	CYBIUM	0399-0974	991	0.812	0.635	0.816	0.167	48	13.9	16.3	0.000540	0.210	100.00	30.882	0.06449
Zoology	119	VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY	VET COMP ORTHOPAED	0932-0814	1,216	0.810	0.592	0.987	0.141	71	8.6	11.9	0.001250	0.257	100.00	35.537	0.14950
Zoology	120	RECORDS OF THE AUSTRALIAN MUSEUM	REC AUST MUS	0067-1975	553	0.800	0.800	0.560	0.000	8	27.4	46.3	0.000130	0.201	62.50	29.706	0.01577
Zoology	121	PAKISTAN JOURNAL OF ZOOLOGY	PAK J ZOOL	0030-9923	1,621	0.790	0.377	0.713	0.229	319	4.6	11.7	0.001980	0.113	99.37	29.118	0.23540
Zoology	122	CHELONIAN CONSERVATION AND BIOLOGY	CHELONIAN CONSERV BI	1071-8443	735	0.773	0.636	0.941	0.061	33	10.8	11.1	0.000540	0.245	96.97	28.529	0.06530
Zoology	123	Zoologia	ZOOLOGIA-CURITIBA	1984-4689	727	0.743	0.703	0.897	0.143	49	6.9	13.9	0.001200	0.277	100.00	27.941	0.14357
Zoology	124	AMERICAN MALACOLOGICAL BULLETIN	AM MALACOL BULL	0740-2783	522	0.741	0.722	1.008	0.067	15	10.5	13.3	0.000520	0.301	100.00	21.778	0.06277
Zoology	125	MAMMALIA	MAMMALIA	0025-1461	1,235	0.732	0.650	0.794	0.321	81	14.7	13.8	0.000990	0.229	96.30	26.765	0.11857
Zoology	126	African Journal of Wildlife Research	AFR J WILDL RES	2410-7220	53	0.731	0.731	0.879	0.125	16	Not Available	10.6	0.000180	0.244	100.00	19.033	0.02219
Zoology	126	HELMINTHOLOGIA	HELMINTHOLOGIA	0440-6605	467	0.731	0.625	0.634	0.116	43	8.0	11.7	0.000560	0.169	95.35	17.949	0.06744
Zoology	128	ZOOLOGICAL STUDIES	ZOOL STUD	1021-5506	1,261	0.726	0.674	1.042	0.133	60	9.3	15.3	0.001160	0.311	98.33	25.000	0.13796
Zoology	129	Veterinary Research Forum	VET RES FORUM	2008-8140	357	0.723	0.679	Not Available	0.054	56	4.5	11.9	0.000700	Not Available	100.00	24.412	0.08349
Zoology	130	Acta Herpetologica	ACTA HERPETOL	1827-9635	250	0.722	0.611	0.840	0.160	25	6.4	10.7	0.000390	0.231	100.00	23.824	0.04742
